,Close,High,Low,Open,time,volume,MA_20d,ewm,RSI,MACD,MACD_hist,MACD_signal,psar,psarbear,psarbull
18,0.5674,0.5674,0.5674,0.5674,2002-05-31 04:00:00,1,,,91.54922909424569,,,,0.5582741919220008,,0.5582741919220008
19,0.57125,0.57125,0.57125,0.57125,2002-06-03 04:00:00,1,0.5541425,0.5587950884451091,93.58282494027952,0.0009920511753627181,,,0.5600993535376007,,0.5600993535376007
20,0.5724,0.5724,0.5724,0.5724,2002-06-04 04:00:00,1,0.5557875,0.5602712423003264,94.07429112998364,0.001118901662777727,,,0.5623294828300806,,0.5623294828300806
21,0.57375,0.57375,0.57375,0.57375,2002-06-05 04:00:00,1,0.55749,0.5617145648392137,94.6312310034496,0.0012371883308220921,,,0.5643435862640644,,0.5643435862640644
22,0.5759,0.5759,0.5759,0.5759,2002-06-06 04:00:00,1,0.559085,0.563215780140218,95.42191733225397,0.0013614751030697203,,,0.5662248690112516,,0.5662248690112516
23,0.5713,0.5713,0.5713,0.5713,2002-06-09 04:00:00,1,0.5604300000000001,0.5640623513756717,69.97910243764886,0.0013773677704673748,,,0.5681598952090012,,0.5681598952090012
24,0.5707,0.5707,0.5707,0.5707,2002-06-10 04:00:00,1,0.5615900000000001,0.5647509109983225,67.27925323689514,0.0013707079950200374,,,0.569707916167201,,0.569707916167201
25,0.5707,0.5707,0.5707,0.5707,2002-06-11 04:00:00,1,0.5627500000000002,0.5653628427470083,67.27925323689516,0.001355664384310784,,,0.5759,0.5759,
26,0.5702,0.5702,0.5702,0.5702,2002-06-12 04:00:00,1,0.5638000000000002,0.5658566352745871,64.51763192497312,0.0013250849221818628,,,0.575796,0.575796,
27,0.567,0.567,0.567,0.567,2002-06-13 04:00:00,1,0.5647100000000002,0.5659725600946944,49.51022273669919,0.001234188161271188,,,0.57557216,0.57557216,
28,0.5604,0.5604,0.5604,0.5604,2002-06-14 04:00:00,1,0.5651000000000002,0.5654110168604749,31.868766709187497,0.001032643572526526,,,0.5750578304,0.5750578304,
29,0.5608,0.5608,0.5608,0.5608,2002-06-16 04:00:00,1,0.5653300000000001,0.5649489236619464,33.525150127052456,0.0008648630729517492,,,0.573885203968,0.573885203968,
30,0.5588,0.5588,0.5588,0.5588,2002-06-17 04:00:00,1,0.5654350000000001,0.5643357607578353,29.401331687231405,0.0006827781575013958,,,0.57280638765056,0.57280638765056,
31,0.566,0.566,0.566,0.566,2002-06-18 04:00:00,1,0.5657875000000002,0.564500976322015,53.27534078429266,0.00065794873996039,,,0.571405748885504,0.571405748885504,
32,0.5652,0.5652,0.5652,0.5652,2002-06-19 04:00:00,1,0.5662300000000002,0.5645700922071853,51.061590736479346,0.0006179393754804918,,,0.5701451739969536,0.5701451739969536,
33,0.5719,0.5719,0.5719,0.5719,2002-06-20 04:00:00,1,0.5669850000000002,0.5652922098016888,65.08254682180088,0.0007049348612576667,,,0.5588,,0.5588
34,0.5748,0.5748,0.5748,0.5748,2002-06-21 04:00:00,1,0.5678550000000002,0.5662258241071105,69.45336075097796,0.0008271740276315498,,,0.559062,,0.559062
35,0.5744,0.5744,0.5744,0.5744,2002-06-23 04:00:00,1,0.5684950000000002,0.5670261184692764,68.09674758089055,0.0009161560979282779,,,0.55969152,,0.55969152
36,0.5703,0.5703,0.5703,0.5703,2002-06-24 04:00:00,1,0.5688650000000003,0.5673457958953377,55.31769610136681,0.0009063553367112398,,,0.5602958592,,0.5602958592
37,0.5728,0.5728,0.5728,0.5728,2002-06-25 04:00:00,1,0.5693000000000004,0.5678770917698409,60.52908520446225,0.0009397670184058127,,,0.560876024832,,0.560876024832
38,0.55965,0.55965,0.55965,0.55965,2002-06-26 04:00:00,1,0.5689125000000004,0.5670774250375986,35.441336721953434,0.0007081413781495627,-0.00020795376780578714,0.0009160951459553498,0.5748,0.5748,
39,0.56425,0.56425,0.56425,0.56425,2002-06-27 04:00:00,1,0.5685625000000003,0.5668031394904737,44.69369071193724,0.000598414599493946,-0.00028321171794351595,0.000881626317437462,0.5744969999999999,0.5744969999999999,
40,0.5638,0.5638,0.5638,0.5638,2002-06-28 04:00:00,1,0.5681325000000004,0.5665123230629611,43.98218708031753,0.0004936559540507091,-0.0003464260028178313,0.0008400819568685404,0.5742000599999999,0.5742000599999999,
41,0.5644,0.5644,0.5644,0.5644,2002-06-30 04:00:00,1,0.5676650000000004,0.5663080976764305,45.32135575802612,0.0004142580394369544,-0.00038075985185050186,0.0007950178912874562,0.5739090587999999,0.5739090587999999,
42,0.5622,0.5622,0.5622,0.5622,2002-07-01 04:00:00,1,0.5669800000000004,0.5659114881365145,41.158529187023426,0.00030164367227614175,-0.0004417085754026644,0.0007433522476788061,0.5736238776239999,0.5736238776239999,
43,0.564,0.564,0.564,0.564,2002-07-02 04:00:00,1,0.5666150000000003,0.5657271872161672,45.853705415664365,0.00024076641999837278,-0.0004504498488958847,0.0006912162688942575,0.5733444000715199,0.5733444000715199,
44,0.5603,0.5603,0.5603,0.5603,2002-07-03 04:00:00,1,0.5660950000000003,0.5652045277865583,38.55669023369002,0.00011471107365224054,-0.0005172050516147391,0.0006319161252669797,0.5730705120700895,0.5730705120700895,
45,0.5562,0.5562,0.5562,0.5562,2002-07-04 04:00:00,1,0.5653700000000004,0.5643382796924673,32.037926342155174,-7.335999704116691e-05,-0.0006332792735681019,0.000559919276526935,0.5728021018286877,0.5728021018286877,
46,0.5573,0.5573,0.5573,0.5573,2002-07-05 04:00:00,1,0.5647250000000004,0.563661839011266,35.41805595711699,-0.00020847325224848667,-0.0006904858348830063,0.00048201258263451955,0.5721380177555402,0.5721380177555402,
47,0.5577,0.5577,0.5577,0.5577,2002-07-07 04:00:00,1,0.5642600000000003,0.5630893522346062,36.738206461306895,-0.0003122433071266473,-0.0007142192434881217,0.00040197593636147436,0.5715004970453186,0.5715004970453186,
48,0.5649,0.5649,0.5649,0.5649,2002-07-08 04:00:00,1,0.5644850000000003,0.5632630833019998,55.59185406281465,-0.00025212122843887297,-0.0005885467970231473,0.00033642556858427434,0.5708884771635059,0.5708884771635059,
49,0.5674,0.5674,0.5674,0.5674,2002-07-09 04:00:00,1,0.5648150000000003,0.5636597368697346,60.32866566613887,-0.0001494994061256305,-0.0004374691497470485,0.000287969743621418,0.5703009380769657,0.5703009380769657,
50,0.5653,0.5653,0.5653,0.5653,2002-07-10 04:00:00,1,0.5651400000000003,0.5638169065598155,54.67606961251076,-0.00010498059858610187,-0.0003539406188230606,0.0002489600202369587,0.569736900553887,0.569736900553887,
51,0.5574,0.5574,0.5574,0.5574,2002-07-11 04:00:00,1,0.5647100000000003,0.5632023973019392,38.86817365488356,-0.0002273917890299737,-0.00042925257931682344,0.00020186079028684976,0.5691954245317316,0.5691954245317316,
52,0.5587,0.5587,0.5587,0.5587,2002-07-12 04:00:00,2,0.5643850000000002,0.5627714559686493,42.04942996523496,-0.0003019463582764059,-0.0004541737812007382,0.00015222742292433228,0.5686756075504623,0.5686756075504623,
53,0.5601,0.5601,0.5601,0.5601,2002-07-15 04:00:00,1,0.5637950000000003,0.5625158824627903,45.569156673229436,-0.0003337611516691652,-0.00043826708768136656,0.00010450593601220137,0.5681765832484438,0.5681765832484438,
54,0.5572,0.5572,0.5572,0.5572,2002-07-16 04:00:00,1,0.5629150000000003,0.5620075399772101,39.79257237792134,-0.000417449415497706,-0.00047085320609619217,5.340379059848618e-05,0.567697519918506,0.567697519918506,
55,0.5513,0.5513,0.5513,0.5513,2002-07-17 04:00:00,1,0.5617600000000003,0.5609840070278057,30.666785860798228,-0.0006056860429877187,-0.00059473315495664,-1.0952888031078652e-05,0.5672376191217658,0.5672376191217658,
56,0.554,0.554,0.554,0.554,2002-07-18 04:00:00,1,0.5609450000000002,0.5603166411154402,38.15583498947432,-0.0007037701866672297,-0.0006253297302418631,-7.844045642536665e-05,0.5662813619744599,0.5662813619744599,
57,0.5568,0.5568,0.5568,0.5568,2002-07-19 04:00:00,1,0.5601450000000001,0.5599807107777017,45.23425775865471,-0.0007234343326226744,-0.0005823009879052617,-0.00014113334471741276,0.5653824802559922,0.5653824802559922,
58,0.5565,0.5565,0.5565,0.5565,2002-07-21 04:00:00,1,0.5599875000000002,0.5596483083879678,44.60313436766901,-0.0007410611946330192,-0.0005417294763561178,-0.00019933171827690146,0.5645375314406327,0.5645375314406327,
59,0.5478,0.5478,0.5478,0.5478,2002-07-22 04:00:00,1,0.5591650000000002,0.5585171081059396,30.40708500274033,-0.0009304140336041655,-0.0006602861542313548,-0.0002701278793728106,0.5637432795541947,0.5637432795541947,
60,0.5383,0.5383,0.5383,0.5383,2002-07-23 04:00:00,1,0.5578900000000002,0.5565873630543866,21.703700515302017,-0.0012792193616283365,-0.0009115296548902533,-0.0003676897067380833,0.562467817189859,0.562467817189859,
61,0.5448,0.5448,0.5448,0.5448,2002-07-24 04:00:00,1,0.5569100000000002,0.5554624859711839,36.13523084178312,-0.001427936349196468,-0.0009578868725153502,-0.0004700494766811178,0.5600510354708732,0.5600510354708732,
62,0.54165,0.54165,0.54165,0.54165,2002-07-25 04:00:00,1,0.5558825000000003,0.5541446037742859,32.75889599602793,-0.0016079779640578717,-0.0010282122597388707,-0.0005797657043190011,0.5578759319237859,0.5578759319237859,
63,0.5364,0.5364,0.5362,0.5362,2002-07-26 04:00:00,2,0.5545025000000002,0.5524518438756642,27.769194002594688,-0.0018567311760850913,-0.0011539886849850191,-0.0007027424911000722,0.5559183387314073,0.5559183387314073,
64,0.54125,0.54125,0.54125,0.54125,2002-07-29 04:00:00,1,0.5535500000000002,0.5513834039578033,37.85842268293394,-0.0019513236782415788,-0.0011284659407547084,-0.0008228577374868704,0.5535521380836385,0.5535521380836385,
65,0.54365,0.54365,0.54365,0.54365,2002-07-30 04:00:00,1,0.5529225000000002,0.5506458915179904,42.44839782013081,-0.001966956293105393,-0.0010341406056449877,-0.0009328156874604053,0.5514698815136019,0.5514698815136019,
66,0.54315,0.54315,0.54315,0.54315,2002-07-31 04:00:00,1,0.5522150000000002,0.5499311221755845,41.707850963516314,-0.001976711324745084,-0.0009436553511198,-0.001033055973625284,0.5496374957319696,0.5496374957319696,
67,0.53955,0.53955,0.53955,0.53955,2002-08-01 04:00:00,1,0.5513075000000003,0.5489413477254864,36.42815600821857,-0.0020461803034605985,-0.0009159153781061087,-0.0011302649253544898,0.5480249962441333,0.5480249962441333,
68,0.5393,0.5393,0.5393,0.5393,2002-08-02 04:00:00,1,0.5500275000000003,0.5480222031509756,36.0623669912345,-0.002095283721974206,-0.0008724913960086742,-0.0012227923259655318,0.5466059966948372,0.5466059966948372,
69,0.5391,0.5391,0.5391,0.5391,2002-08-04 04:00:00,1,0.5486125000000003,0.5471716984753624,35.7311758772417,-0.0021259278631056144,-0.0008165972678500235,-0.001309330595255591,0.5453572770914568,0.5453572770914568,
70,0.5279,0.5279,0.5279,0.5279,2002-08-05 04:00:00,1,0.5467425000000004,0.5453347919343949,22.424239042671687,-0.0023710830481404876,-0.0009600746887178724,-0.0014110083594226152,0.544258403840482,0.544258403840482,
71,0.53025,0.53025,0.53025,0.53025,2002-08-06 04:00:00,1,0.5453850000000003,0.5438970781373806,28.84022086098861,-0.00251067805761207,-0.0009944161867518472,-0.001516261870860223,0.5419682273028145,0.5419682273028145,
72,0.53665,0.53665,0.53665,0.53665,2002-08-07 04:00:00,1,0.5442825000000003,0.5432064164847246,43.51925593138853,-0.002475908674801408,-0.0008678390777619059,-0.0016080695970395022,0.5399986754804205,0.5399986754804205,
73,0.53465,0.53465,0.53465,0.53465,2002-08-08 04:00:00,1,0.5430100000000003,0.5423910243346179,40.506360437399,-0.0024713345454489,-0.0007807134148379896,-0.0016906211306109103,0.5383048609131617,0.5383048609131617,
74,0.5356,0.5356,0.5356,0.5356,2002-08-09 04:00:00,1,0.5419300000000004,0.5417439044336845,42.681267487833765,-0.0024302110935606747,-0.0006688926134428724,-0.0017613184801178023,0.536848180385319,0.536848180385319,
75,0.5347,0.5347,0.5347,0.5347,2002-08-11 04:00:00,1,0.5411000000000004,0.5410727226222638,41.041217047897966,-0.0023975777042789526,-0.0005754606430682777,-0.0018221170612106748,0.5356,0.5356,
76,0.53945,0.53945,0.53945,0.53945,2002-08-12 04:00:00,1,0.5403725000000004,0.5409181080454234,52.22147121260499,-0.0022535952606455023,-0.00039026085239689734,-0.001863334408248605,0.5279,,0.5279
77,0.5374,0.5374,0.5374,0.5374,2002-08-13 04:00:00,1,0.5394025000000005,0.5405829136866352,47.71566693306599,-0.0021601968071016664,-0.00026851250795345387,-0.0018916842991482125,0.528131,,0.528131
78,0.5379,0.5379,0.5379,0.5379,2002-08-14 04:00:00,1,0.5384725000000005,0.5403273039545309,48.95514611085185,-0.002056234786080857,-0.00014884026475315594,-0.0019073945213277013,0.52835738,,0.52835738
79,0.5424,0.5424,0.5424,0.5424,2002-08-15 04:00:00,1,0.5382025000000005,0.5405247693793737,59.03903885568017,-0.0018599913028924941,4.287852945774901e-05,-0.0019028698323502432,0.5285792324,,0.5285792324
80,0.5459,0.5459,0.5459,0.5459,2002-08-16 04:00:00,1,0.5385825000000005,0.5410368504945776,65.20736116989131,-0.001608810143670869,0.0002659973473938021,-0.0018748074910646712,0.5291320631040001,,0.5291320631040001
81,0.5459,0.5459,0.5459,0.5459,2002-08-18 04:00:00,1,0.5386375000000004,0.5415001339649674,65.20736116989133,-0.0013870275513873098,0.0004412396934214834,-0.0018282672448087932,0.5301381393177601,,0.5301381393177601
82,0.5411,0.5411,0.5411,0.5411,2002-08-19 04:00:00,1,0.5386100000000005,0.5414620165608796,51.14472414531936,-0.001292539577501861,0.0004846215212732038,-0.001777161098775065,0.5310838509586945,,0.5310838509586945
83,0.5465,0.5465,0.5465,0.5465,2002-08-20 04:00:00,1,0.5391150000000005,0.5419419316707791,61.830134412423604,-0.0010904975174893528,0.0006211691155057668,-0.0017116666329951196,0.5319728199011728,,0.5319728199011728
84,0.5448,0.5448,0.5448,0.5448,2002-08-21 04:00:00,1,0.5392925000000004,0.5422141836576041,57.27940223263248,-0.0009493657840674574,0.0006896024147023511,-0.0016389681987698085,0.5331349943090791,,0.5331349943090791
85,0.5417,0.5417,0.5417,0.5417,2002-08-22 04:00:00,1,0.5391950000000005,0.5421652048326551,49.59852954256725,-0.0008897885916960835,0.0006777417248942943,-0.0015675303165903778,0.5342041947643528,,0.5342041947643528
86,0.5432,0.5432,0.5432,0.5432,2002-08-23 04:00:00,1,0.5391975000000004,0.5422637730546293,53.109103281676134,-0.0008019748936535231,0.0006925645472934602,-0.0014945394409469834,0.5351878591832046,,0.5351878591832046
87,0.5448,0.5448,0.5448,0.5448,2002-08-25 04:00:00,1,0.5394600000000005,0.542505354625871,56.81147402015175,-0.0006890036636570951,0.0007287411360891436,-0.0014177447997462387,0.5360928304485482,,0.5360928304485482
88,0.5447,0.5447,0.5447,0.5447,2002-08-26 04:00:00,1,0.5397300000000005,0.5427143967710699,56.48981963321374,-0.000591608874768168,0.0007473849197614853,-0.0013389937945296534,0.5369254040126643,,0.5369254040126643
89,0.5536,0.5536,0.5536,0.5536,2002-08-27 04:00:00,1,0.5404550000000005,0.5437512478881806,72.48667022258358,-0.00031802495590960156,0.0009236538904756147,-0.0012416788463852162,0.5376913716916512,,0.5376913716916512
90,0.5512,0.5512,0.5512,0.5512,2002-08-28 04:00:00,1,0.5416200000000004,0.5444607314768558,65.04567275729048,-0.0001372238121259972,0.000999190722504558,-0.0011364145346305552,0.539282234522486,,0.539282234522486
91,0.5524,0.5524,0.5524,0.5524,2002-08-29 04:00:00,1,0.5427275000000005,0.5452169281098289,67.00003216613496,4.055689039628163e-05,0.0010648035948850423,-0.0010242467044887607,0.5407140110702374,,0.5407140110702374
92,0.5507,0.5507,0.5507,0.5507,2002-08-30 04:00:00,1,0.5434300000000005,0.545739172809371,61.38939219017405,0.00015332488099539798,0.001065353739531173,-0.0009120288585357751,0.5420026099632137,,0.5420026099632137
93,0.55,0.55,0.55,0.55,2002-09-01 04:00:00,1,0.5441975000000006,0.5461449991844105,59.04038889800947,0.00023194098399215157,0.0010349604185160228,-0.0008030194345238712,0.5431623489668923,,0.5431623489668923
94,0.5515,0.5515,0.5515,0.5515,2002-09-02 04:00:00,1,0.5449925000000005,0.5466550371378657,62.58059313083226,0.00032785478297059356,0.0010231183254415836,-0.00069526354247099,0.544206114070203,,0.544206114070203
95,0.5477,0.5477,0.5477,0.5477,2002-09-03 04:00:00,1,0.5456425000000007,0.5467545640974931,49.958714687026585,0.0003256286152867327,0.000923620568142935,-0.0005979919528562023,0.5451455026631827,,0.5451455026631827
96,0.5454,0.5454,0.5454,0.5454,2002-09-04 04:00:00,1,0.5459400000000006,0.5466255501502922,43.79053874967951,0.0002728757827884509,0.0007878941747221853,-0.0005150183919337344,0.5536,0.5536,
97,0.5428,0.5428,0.5428,0.5428,2002-09-05 04:00:00,1,0.5462100000000006,0.5462611920010737,37.716587439239234,0.00017181831021162441,0.000621399581931876,-0.00044958127172025155,0.5534359999999999,0.5534359999999999,
98,0.5473,0.5473,0.5473,0.5473,2002-09-08 04:00:00,1,0.5466800000000006,0.5463601310195959,51.226730792254806,0.00018103725665552517,0.0005705396007917364,-0.00038950234413621124,0.5530105599999999,0.5530105599999999,
99,0.5482,0.5482,0.5482,0.5482,2002-09-09 04:00:00,1,0.5469700000000006,0.5465353645262462,53.55179216714467,0.0002065059226892263,0.0005392284559694052,-0.00033272253328017894,0.5526021375999999,0.5526021375999999,
100,0.5486,0.5486,0.5486,0.5486,2002-09-10 04:00:00,1,0.5471050000000006,0.5467320044862047,54.66019491094837,0.00023484234410453553,0.0005134963307005231,-0.00027865398659598754,0.5522100520959998,0.5522100520959998,
101,0.5523,0.5523,0.5523,0.5523,2002-09-12 04:00:00,1,0.5474250000000007,0.5472623093177442,63.86384688039368,0.0003351397424649072,0.0005553227527239659,-0.00022018301025905865,0.5428,,0.5428
102,0.5498,0.5498,0.5498,0.5498,2002-09-13 04:00:00,1,0.5478600000000007,0.5475040022039274,55.1378239020671,0.0003639535528675575,0.0005284920842836762,-0.00016453853141611862,0.54299,,0.54299
103,0.5504,0.5504,0.5504,0.5504,2002-09-15 04:00:00,1,0.5480550000000006,0.5477798198391141,56.77340271378391,0.00039821259578831647,0.000509144951696647,-0.00011093235590833048,0.5431762,,0.5431762
104,0.5481,0.5481,0.5481,0.5481,2002-09-16 04:00:00,1,0.5482200000000006,0.547810314020145,48.889656767407516,0.0003754760295088255,0.0004400753080998995,-6.4599278591074e-05,0.543358676,,0.543358676
105,0.5479,0.5479,0.5479,0.5479,2002-09-17 04:00:00,1,0.5485300000000006,0.5478188557529874,48.21784812366638,0.0003495514435838398,0.0003747012720785976,-2.5149828494757817e-05,0.54353750248,,0.54353750248
106,0.54895,0.54895,0.54895,0.54895,2002-09-18 04:00:00,1,0.5488175000000005,0.5479265861836956,52.197003775069064,0.00034757161119280955,0.0003372188474611292,1.0352763731680393e-05,0.5437127524304,,0.5437127524304
107,0.5496,0.5496,0.5496,0.5496,2002-09-19 04:00:00,1,0.5490575000000005,0.5480859621501231,54.684321608853814,0.00035720817685247486,0.0003138170915371096,4.33910853153653e-05,0.543884497381792,,0.543884497381792
108,0.5459,0.5459,0.5459,0.5459,2002-09-20 04:00:00,1,0.5491175000000005,0.5478777714706502,40.75587554372784,0.0002845115674430243,0.0002181538135843927,6.63577538586316e-05,0.5440528074341562,,0.5440528074341562
109,0.5462,0.5462,0.5462,0.5462,2002-09-22 04:00:00,1,0.5487475000000005,0.5477179810671575,42.134751187262744,0.00022794733707975912,0.00014619839343856756,8.174894364119156e-05,0.544217751285473,,0.544217751285473
110,0.5439,0.5439,0.5439,0.5439,2002-09-23 04:00:00,1,0.5483825000000006,0.5473543583781543,34.940804665729374,0.00013030493014698497,4.393114312137747e-05,8.63737870256075e-05,0.5523,0.5523,
111,0.5439,0.5439,0.5439,0.5439,2002-09-24 04:00:00,1,0.5479575000000005,0.547025367409117,34.940804665729374,4.758460065878989e-05,-3.5094642982126106e-05,8.2679243640916e-05,0.5521320000000001,0.5521320000000001,
112,0.546,0.546,0.546,0.546,2002-09-25 04:00:00,1,0.5477225000000006,0.5469277121732141,46.12279475872139,2.23698296195618e-05,-5.4565188832670126e-05,7.693501845223192e-05,0.55196736,0.55196736,
113,0.5443,0.5443,0.5443,0.5443,2002-09-26 04:00:00,1,0.5474375000000006,0.5466774510957398,39.74246975701302,-3.487305233051963e-05,-0.00010115889227361075,6.628583994309112e-05,0.5518060128,0.5518060128,
114,0.5438,0.5438,0.5438,0.5438,2002-09-27 04:00:00,1,0.5470525000000005,0.546403405384649,37.96039115701837,-9.316012897597759e-05,-0.00014425961820133684,5.109948922535927e-05,0.5516478925439999,0.5516478925439999,
115,0.5433,0.5433,0.5433,0.5433,2002-09-29 04:00:00,1,0.5468325000000005,0.5461078402839893,36.09296895731942,-0.0001519111756936864,-0.0001836751404846233,3.176396479093688e-05,0.55133397684224,0.55133397684224,
116,0.5429,0.5429,0.5429,0.5429,2002-09-30 04:00:00,1,0.5467075000000003,0.545802329176282,34.525186621440184,-0.00020852122421077812,-0.0002173996265833039,8.878402372525766e-06,0.5508519382317055,0.5508519382317055,
117,0.5442,0.5442,0.5442,0.5442,2002-10-01 04:00:00,1,0.5467775000000004,0.5456497252635866,43.69646887782894,-0.00022697280877881365,-0.0002133880732349087,-1.3584735543904936e-05,0.5502157831731691,0.5502157831731691,
118,0.5436,0.5436,0.5436,0.5436,2002-10-02 04:00:00,1,0.5465925000000004,0.5454545120212442,40.66318545055042,-0.0002535239834293712,-0.00021708686207004798,-3.6437121359323236e-05,0.5496305205193156,0.5496305205193156,
119,0.5464,0.5464,0.5464,0.5464,2002-10-03 04:00:00,1,0.5465025000000004,0.5455445590431661,56.80777244648429,-0.0002147385534249091,-0.0001613196515490535,-5.3418901875855615e-05,0.5490920788777703,0.5490920788777703,
120,0.5464,0.5464,0.5464,0.5464,2002-10-04 04:00:00,1,0.5463925000000004,0.5456260300588718,56.80777244648431,-0.00018073126135653705,-0.00011518692597772143,-6.554433537881563e-05,0.5485967125675487,0.5485967125675487,
121,0.5467,0.5467,0.5467,0.5467,2002-10-06 04:00:00,1,0.5461125000000003,0.5457283134197274,58.421501258011176,-0.0001446192617752251,-7.15437298959456e-05,-7.307553187927951e-05,0.5481409755621448,0.5481409755621448,
122,0.5499,0.5499,0.5499,0.5499,2002-10-07 04:00:00,1,0.5461175000000004,0.5461256186935256,71.51834822922001,-4.563836842685909e-05,2.482402142933562e-05,-7.046238985619471e-05,0.5429,,0.5429
123,0.5463,0.5463,0.5463,0.5463,2002-10-08 04:00:00,1,0.5459125000000004,0.5461422265046958,50.76246967386255,-3.8567754901075446e-05,2.8856967756915318e-05,-6.742472265799076e-05,0.5430400000000001,,0.5430400000000001
124,0.5488,0.5488,0.5488,0.5488,2002-10-09 04:00:00,1,0.5459475000000004,0.546395348723472,60.05217952169012,2.0526344456817114e-05,7.957456813792856e-05,-5.904822368111144e-05,0.5431772,,0.5431772
125,0.5483,0.5483,0.5483,0.5483,2002-10-10 04:00:00,1,0.5459675000000004,0.5465767446884128,57.54662615393132,5.9307794319285456e-05,0.00010708376441313092,-4.777597009384545e-05,0.543311656,,0.543311656
126,0.5495,0.5495,0.5495,0.5495,2002-10-11 04:00:00,1,0.5459950000000003,0.546855150796679,61.94367126922747,0.00011677072843219172,0.00014887526755987164,-3.210453912767991e-05,0.54344342288,,0.54344342288
127,0.5473,0.5473,0.5473,0.5473,2002-10-13 04:00:00,1,0.5458800000000004,0.5468975175031935,50.81107548410437,0.00011753376626622014,0.00013538677753767528,-1.7853011271455144e-05,0.5435725544224,,0.5435725544224
128,0.5467,0.5467,0.5467,0.5467,2002-10-14 04:00:00,1,0.5459200000000004,0.5468787062659248,48.09124405992527,0.0001046475393358115,0.00011083363842522579,-6.186099089414286e-06,0.543699103333952,,0.543699103333952
129,0.5475,0.5475,0.5475,0.5475,2002-10-15 04:00:00,1,0.5459850000000003,0.5469378772300442,52.04074877864315,0.00011004264639447037,0.00010515917540773176,4.8834709867386054e-06,0.543823121267273,,0.543823121267273
130,0.549,0.549,0.549,0.549,2002-10-16 04:00:00,1,0.5462400000000003,0.5471342702721034,58.81940772397425,0.00014552781572285678,0.00012724946377733648,1.8278351945520287e-05,0.5439446588419274,,0.5439446588419274
131,0.5509,0.5509,0.5509,0.5509,2002-10-17 04:00:00,1,0.5465900000000002,0.5474929118550007,65.86989674559864,0.00021443539577992166,0.0001774751916326133,3.6960204147308343e-05,0.5440637656650888,,0.5440637656650888
132,0.5501,0.5501,0.5501,0.5501,2002-10-18 04:00:00,1,0.5467950000000003,0.5477412063752263,60.811674500608945,0.0002537206766508593,0.00019611638904739657,5.760428760346272e-05,0.5443372150384853,,0.5443372150384853
133,0.5506,0.5506,0.5506,0.5506,2002-10-20 04:00:00,1,0.5471100000000002,0.5480134728426638,62.86797904582709,0.00029542287304729076,0.00021516896910280247,8.025390394448828e-05,0.5445997264369459,,0.5445997264369459
134,0.5546,0.5546,0.5546,0.5546,2002-10-21 04:00:00,1,0.5476500000000003,0.5486407619937153,74.984497606692,0.0004129222736201088,0.00030098538019063107,0.00011193689342947776,0.544851737379468,,0.544851737379468
135,0.5534,0.5534,0.5534,0.5534,2002-10-22 04:00:00,1,0.5481550000000003,0.5490940233121411,67.37435103267157,0.0004830497009848944,0.000335768440354065,0.0001472812606308294,0.5454366331367,,0.5454366331367
